item_id,Bargain Hunter,Sourcing Pro,Auction Sniper,Luxury Buyer,Tech Pioneer,Persistent Analyst,Emotional Bidder,Habitual Buyer,Safety Focused,Budget Renovator
v1|286655792360|588684683028,,,,,,,,,,
v1|147133587586|445615565101,,,,,,,,,,
v1|255706516556|555642284334,,,,,,,,,,
v1|256698066088|557065688049,,,,,,,,,,
v1|257180252670|557818162601,,,,,,,,,,
v1|226394203029|525585213489,,,,,,,,,,
v1|406562287192|676850555112,,,,,,,,,,
v1|174027312334|472835984314,,,,,,,,,,
v1|204103150916|504605058334,,,,,,,,,,
v1|256741103777|557165689777,,,,,,,,,,
v1|257256677451|557916592801,,,,,,,,,,
v1|264551396380|564297035353,,,,,,,,,,
v1|256286153000|556330036845,,,,,,,,,,
v1|165697670283|465210543901,,,,,,,,,,
v1|318062967469|0,,,,,,,,,,
v1|257182972808|557820621034,,,,,,,,,,
v1|257223271716|557874817605,,,,,,,,,,
v1|255774235300|555708132232,,,,,,,,,,
v1|255794272221|555729432756,,,,,,,,,,
v1|256724110087|557124787560,,,,,,,,,,
v1|257197608217|557836535275,,,,,,,,,,
v1|376934421541|645464612604,,,,,,,,,,
v1|155833873927|456220509717,,,,,,,,,,
v1|168036672827|467636084297,,,,,,,,,,
v1|157359593690|458854593553,,,,,,,,,,
v1|167106986978|466822285855,,,,,,,,,,
v1|168207790711|467781134062,,,,,,,,,,
v1|156646761085|458004689408,,,,,,,,,,
v1|147138144728|445618221933,,,,,,,,,,
v1|157434914795|458916033591,,,,,,,,,,
v1|155175366325|455358051896,,,,,,,,,,
v1|167031087094|466787676465,,,,,,,,,,
v1|167979056713|467547988789,,,,,,,,,,
v1|167139714611|466842646720,,,,,,,,,,
v1|166557636213|466207857250,,,,,,,,,,
v1|127560325818|428683229513,,,,,,,,,,
v1|267568818095|567385373922,,,,,,,,,,
v1|156393746921|457484757254,,,,,,,,,,
v1|265513614415|565319001405,,,,,,,,,,
v1|155773595229|456157142365,,,,,,,,,,
v1|136937064332|435417374604,,,,,,,,,,
v1|306467346317|606253497864,,,,,,,,,,
v1|324962590651|513933123194,,,,,,,,,,
v1|325065544719|513995414379,,,,,,,,,,
v1|325070024301|513998198997,,,,,,,,,,
v1|273659913626|573146057918,,,,,,,,,,
v1|325100248939|514018251056,,,,,,,,,,
v1|397129829509|665556800351,,,,,,,,,,
v1|324585914993|0,,,,,,,,,,
v1|275256539315|575526995455,,,,,,,,,,
v1|282439201592|581581806038,,,,,,,,,,
v1|234240007278|533847016826,,,,,,,,,,
v1|315751942326|614178895473,,,,,,,,,,
v1|234535937464|534145258273,,,,,,,,,,
v1|234423804097|533992648495,,,,,,,,,,
v1|324881608596|513876539103,,,,,,,,,,
v1|286578987170|0,,,,,,,,,,
v1|324866691079|513875465019,,,,,,,,,,
v1|324485137758|0,,,,,,,,,,
v1|272760151772|571895292478,,,,,,,,,,
v1|286583577001|0,,,,,,,,,,
v1|266753284067|566537797410,,,,,,,,,,
v1|192740571486|492882201926,,,,,,,,,,
v1|287187762892|589188727828,,,,,,,,,,
v1|177790564220|0,,,,,,,,,,
v1|405449329468|675718727346,,,,,,,,,,
v1|406644074990|676899724142,,,,,,,,,,
v1|304669152616|603702946068,,,,,,,,,,
v1|365602468280|635396358219,,,,,,,,,,
v1|316806399891|615300393981,,,,,,,,,,
v1|287184888148|589187187663,,,,,,,,,,
v1|277764520330|2560745819220,,,,,,,,,,
v1|287079969372|589124100959,,,,,,,,,,
v1|316806397402|615300332005,,,,,,,,,,
v1|365602468480|635396236541,,,,,,,,,,
v1|277804365242|2560769868221,,,,,,,,,,
v1|196926266463|496537246903,,,,,,,,,,
v1|287184887121|589187063143,,,,,,,,,,
v1|406664858650|676913980767,,,,,,,,,,
v1|323560720585|512586574323,,,,,,,,,,
v1|287199508712|0,,,,,,,,,,
v1|287204714317|589198661475,,,,,,,,,,
v1|298162053224|0,,,,,,,,,,
v1|316264595379|0,,,,,,,,,,
v1|306843847752|0,,,,,,,,,,
v1|306843892657|0,,,,,,,,,,
v1|335987141241|0,,,,,,,,,,
v1|298162250500|0,,,,,,,,,,
v1|236673998862|0,,,,,,,,,,
v1|376587815532|645200911142,,,,,,,,,,
v1|147140169865|0,,,,,,,,,,
v1|188151052772|0,,,,,,,,,,
v1|364707022711|634239831476,,,,,,,,,,
v1|336095333374|0,,,,,,,,,,
v1|336095334259|0,,,,,,,,,,
v1|336095330214|0,,,,,,,,,,
v1|336095332794|0,,,,,,,,,,
v1|286588197544|588639200765,,,,,,,,,,
v1|316242221629|614902740521,,,,,,,,,,
v1|176850924104|0,,,,,,,,,,
v1|336095333409|0,,,,,,,,,,
v1|167462456417|0,,,,,,,,,,
v1|137093182417|0,,,,,,,,,,
v1|227254580060|0,,,,,,,,,,
v1|147124592445|0,,,,,,,,,,
v1|388042708535|0,,,,,,,,,,
v1|377029479790|0,,,,,,,,,,
v1|177968477778|0,,,,,,,,,,
v1|406688975735|0,,,,,,,,,,
v1|167684492695|0,,,,,,,,,,
v1|176973912278|0,,,,,,,,,,
v1|126908244711|0,,,,,,,,,,
v1|186429990880|0,,,,,,,,,,
v1|377061549581|0,,,,,,,,,,
v1|177992283679|0,,,,,,,,,,
v1|285996288364|0,,,,,,,,,,
v1|358372641966|0,,,,,,,,,,
v1|206028005518|0,,,,,,,,,,
v1|257396377435|0,,,,,,,,,,
v1|177390422138|0,,,,,,,,,,
v1|236688570193|0,,,,,,,,,,
v1|365801943695|0,,,,,,,,,,
v1|389797915320|0,,,,,,,,,,
v1|377062680250|0,,,,,,,,,,
v1|287187014170|0,,,,,,,,,,
v1|397732523662|0,,,,,,,,,,
v1|406800161680|0,,,,,,,,,,
v1|196522162229|0,,,,,,,,,,
v1|389493762652|0,,,,,,,,,,
v1|147212871057|0,,,,,,,,,,
v1|388032574528|0,,,,,,,,,,
v1|177510559305|0,,,,,,,,,,
v1|395188698194|0,,,,,,,,,,
v1|287198492165|0,,,,,,,,,,
v1|406659958538|0,,,,,,,,,,
v1|397747637947|0,,,,,,,,,,
v1|127770350507|0,,,,,,,,,,
v1|127740438951|0,,,,,,,,,,
v1|255999539022|0,,,,,,,,,,
v1|287194844316|0,,,,,,,,,,
v1|157010568178|0,,,,,,,,,,
v1|227212717717|0,,,,,,,,,,
v1|358343340716|0,,,,,,,,,,
v1|168264223742|0,,,,,,,,,,
v1|276657772211|0,,,,,,,,,,
v1|397764128946|0,,,,,,,,,,
v1|206094384267|0,,,,,,,,,,
v1|136129800959|0,,,,,,,,,,
v1|146779265905|0,,,,,,,,,,
v1|193359781122|0,,,,,,,,,,
v1|236020797688|0,,,,,,,,,,
v1|197796646411|0,,,,,,,,,,
v1|226453805809|0,,,,,,,,,,
v1|193714619488|0,,,,,,,,,,
v1|297983194396|0,,,,,,,,,,
v1|358359586582|0,,,,,,,,,,
v1|187962773559|695660484414,,,,,,,,,,
v1|175921684505|0,,,,,,,,,,
v1|193359774431|0,,,,,,,,,,
v1|193359763349|0,,,,,,,,,,
v1|355007392951|0,,,,,,,,,,
v1|375435901080|0,,,,,,,,,,
v1|188188633981|0,,,,,,,,,,
v1|336492979915|0,,,,,,,,,,
v1|147124177497|0,,,,,,,,,,
v1|116669075854|0,,,,,,,,,,
v1|127145208281|0,,,,,,,,,,
v1|116954337109|0,,,,,,,,,,
v1|187121375897|0,,,,,,,,,,
v1|187779013781|0,,,,,,,,,,
v1|135788123422|0,,,,,,,,,,
v1|197570190621|0,,,,,,,,,,
v1|366135519875|0,,,,,,,,,,
v1|157700785213|0,,,,,,,,,,
v1|324765920233|0,,,,,,,,,,
v1|168246720789|0,,,,,,,,,,
v1|157769148924|0,,,,,,,,,,
v1|305914959184|0,,,,,,,,,,
v1|154961991938|0,,,,,,,,,,
v1|230687074946|0,,,,,,,,,,
v1|395155921434|0,,,,,,,,,,
v1|255986506834|0,,,,,,,,,,
v1|327027491610|0,,,,,,,,,,
v1|236620986649|0,,,,,,,,,,
v1|156679933307|0,,,,,,,,,,
v1|356583715157|0,,,,,,,,,,
v1|134710475281|0,,,,,,,,,,
v1|127710166715|428871133509,,,,,,,,,,
v1|317241101506|0,,,,,,,,,,
v1|134677565600|0,,,,,,,,,,
v1|266094156164|0,,,,,,,,,,
v1|257415021538|0,,,,,,,,,,
v1|227107038134|526388516776,,,,,,,,,,
v1|205348637438|0,,,,,,,,,,
v1|256924024752|0,,,,,,,,,,
v1|206108264978|0,,,,,,,,,,
v1|336484777214|0,,,,,,,,,,
v1|277233174387|2560424835452,,,,,,,,,,
v1|317971858070|0,,,,,,,,,,
v1|205259719390|506012051356,,,,,,,,,,
v1|234952039435|0,,,,,,,,,,
v1|296874221759|0,,,,,,,,,,
v1|227223779029|0,,,,,,,,,,
v1|187250334757|0,,,,,,,,,,
v1|176840346212|0,,,,,,,,,,
v1|277271827646|0,,,,,,,,,,
v1|177119940540|0,,,,,,,,,,
v1|176832582191|0,,,,,,,,,,
v1|335947091295|0,,,,,,,,,,
v1|187250301882|0,,,,,,,,,,
v1|187250349000|0,,,,,,,,,,
v1|198046217137|0,,,,,,,,,,
v1|187250305056|0,,,,,,,,,,
v1|186947460086|0,,,,,,,,,,
v1|176840428441|0,,,,,,,,,,
v1|176832371720|0,,,,,,,,,,
v1|187982653364|0,,,,,,,,,,
v1|406255984800|0,,,,,,,,,,
v1|287167108782|0,,,,,,,,,,
v1|167250152623|0,,,,,,,,,,
v1|227136678527|0,,,,,,,,,,
v1|177853231867|0,,,,,,,,,,
v1|305387355069|0,,,,,,,,,,
v1|389649371439|656949743005,,,,,,,,,,
v1|277694465442|0,,,,,,,,,,
v1|358313968727|0,,,,,,,,,,
v1|277694496357|0,,,,,,,,,,
v1|375656071574|0,,,,,,,,,,
v1|358319489849|0,,,,,,,,,,
v1|358337939004|0,,,,,,,,,,
v1|358321528361|0,,,,,,,,,,
v1|358338799262|0,,,,,,,,,,
v1|358337989681|0,,,,,,,,,,
v1|358313980980|0,,,,,,,,,,
v1|358338812897|0,,,,,,,,,,
v1|317613120107|0,,,,,,,,,,
v1|226871286432|0,16,1,18,18,16,2,19,18,0,1
v1|227168474018|0,15,1,19,19,15,1,18,19,0,1
v1|127772064870|0,19,18,16,15,17,18,15,16,18,4
v1|366010972007|0,18,19,15,17,19,19,17,15,19,2
v1|298159890936|0,0,11,13,12,13,15,8,8,14,7
v1|306843157947|0,0,10,0,1,11,14,4,10,4,15
v1|298159889991|0,0,8,11,9,9,12,2,9,7,16
v1|306842554929|0,0,9,3,2,8,13,7,11,8,8
v1|306842595874|0,0,3,0,8,4,4,1,2,13,14
v1|397542127213|0,0,13,14,11,12,10,5,14,6,19
v1|298159651178|0,0,14,17,10,14,11,1,13,9,17
v1|306842575463|0,0,2,9,5,5,3,1,5,11,10
v1|298159931388|0,0,6,0,6,2,8,1,6,12,9
v1|287181788219|0,0,16,2,13,1,17,1,1,16,6
v1|287181797032|0,0,15,1,14,1,16,1,1,15,5
v1|298159932333|0,0,4,5,3,6,7,1,7,0,11
v1|306842573694|0,0,5,6,4,3,5,9,4,10,13
v1|298160010730|0,0,7,10,7,7,6,10,3,0,12
v1|397065409370|665508779263,0,12,12,0,10,9,1,12,5,18
v1|295581731058|0,17,17,1,16,18,0,16,17,17,3
v1|388492005446|0,5,15,11,18,12,16,4,13,13,5
v1|357126677256|0,6,18,13,12,8,10,17,14,12,8
v1|267598133314|0,16,2,0,5,1,1,7,3,6,15
v1|287186264186|0,17,11,14,7,10,7,10,12,8,13
v1|267598136883|0,15,3,0,6,3,2,6,4,5,16
v1|267589917719|0,9,19,9,16,11,13,16,10,17,7
v1|389796131018|0,19,7,18,3,18,6,19,18,0,6
v1|389731258312|0,11,4,0,2,2,4,1,6,0,17
v1|394440418870|0,4,5,6,14,5,19,1,9,15,1
v1|376688107965|0,2,8,5,13,4,14,2,1,16,14
v1|157212460658|0,3,17,7,17,6,18,15,11,18,2
v1|287041996730|0,13,10,16,10,15,8,13,16,10,12
v1|318054162399|0,0,1,0,0,0,0,8,1,0,1
v1|355369164725|0,8,16,8,19,7,17,12,2,19,4
v1|287144349044|0,1,0,0,1,17,3,3,5,0,19
v1|406047337370|0,12,14,17,9,16,11,5,17,9,10
v1|266429666523|0,7,13,10,15,9,15,11,8,14,3
v1|389795366541|0,18,6,19,4,19,5,18,19,0,18
v1|267595634048|0,14,9,15,8,13,9,9,15,7,11
v1|397423602151|0,10,12,12,11,14,12,1,7,11,9
v1|135639654028|0,3,12,13,13,2,14,15,16,15,1
v1|147186823683|0,14,11,14,3,9,13,16,6,2,7
v1|397748212439|0,15,3,7,10,11,3,12,5,12,18
v1|137148375396|0,19,19,17,16,16,19,19,15,16,6
v1|389747893468|0,13,4,5,9,10,6,7,2,10,17
v1|168263800452|0,11,8,4,11,5,10,6,8,7,10
v1|188208718771|0,1,13,0,15,15,15,0,13,14,16
v1|358320205985|0,10,9,6,7,3,4,5,1,9,14
v1|287146632602|0,17,18,1,1,13,12,11,12,13,19
v1|358357951879|0,9,5,11,4,8,7,13,10,5,0
v1|168220457468|0,18,17,0,1,14,11,10,14,1,11
v1|397703578372|0,7,2,3,6,4,2,9,1,4,9
v1|287234327540|0,1,1,1,14,1,1,4,11,3,1
v1|406773296636|677006549556,2,1,8,12,1,1,1,3,1,5
v1|376850273243|0,5,15,18,19,17,18,17,18,19,3
v1|277810964929|0,16,6,2,8,12,5,2,4,8,0
v1|144285338951|0,4,16,19,18,18,16,18,19,18,4
v1|318056575861|0,12,10,9,2,6,9,8,9,11,8
v1|167591853853|0,8,7,10,5,7,8,1,7,6,0
v1|205927415771|0,6,14,16,17,19,17,14,17,17,2
v1|397763149750|0,16,8,7,8,5,9,12,0,8,16
v1|404929605572|674966575937,11,7,5,6,6,4,7,10,5,13
v1|406665564762|0,13,10,2,13,14,10,6,12,10,8
v1|318051535210|0,10,14,11,12,15,11,5,15,13,9
v1|236593647751|0,7,18,15,15,18,18,15,16,19,7
v1|147224804307|0,15,5,6,3,8,7,16,3,6,5
v1|397729931022|0,17,4,4,4,7,6,13,8,7,17
v1|405538727945|675832046049,6,11,10,9,10,14,8,2,15,2
v1|315031277733|0,5,12,14,10,11,13,9,5,3,1
v1|405279222865|0,4,15,19,19,0,15,17,14,16,4
v1|389673711621|0,8,16,17,16,19,17,10,17,17,10
v1|389798480094|0,18,3,12,2,3,3,3,4,4,14
v1|335820259773|0,19,19,16,14,16,19,11,13,12,18
v1|127689592702|0,12,6,9,7,12,5,2,9,9,12
v1|389753808721|0,0,0,1,0,0,0,1,0,0,19
v1|358262693486|0,0,0,13,0,0,0,4,0,0,11
v1|137165880175|0,2,0,1,18,0,0,18,18,0,1
v1|197851302024|0,3,17,18,17,17,16,19,19,18,6
v1|317713601070|0,14,9,8,5,9,8,1,6,11,15
v1|317908142839|0,9,13,3,11,13,12,14,11,14,3
v1|363937353569|0,1,1,1,1,1,1,1,1,1,1
v1|206168659196|0,15,7,10,8,10,15,15,10,7,11
v1|306802825822|0,9,12,14,11,13,18,10,13,12,10
v1|236381235087|0,3,16,17,14,19,6,4,16,17,1
v1|206168659244|0,5,17,16,13,16,4,1,19,18,4
v1|397006886154|665466913700,10,13,12,12,14,19,8,8,13,12
v1|357853831144|0,14,8,8,7,7,11,12,11,8,15
v1|325861737028|0,17,4,1,2,5,12,17,5,4,2
v1|316738658572|0,13,6,7,6,9,14,16,1,6,17
v1|236433320863|0,18,3,2,3,6,9,18,4,5,18
v1|318062144906|0,8,11,5,0,2,2,6,1,1,7
v1|357846682172|0,16,5,6,5,8,13,13,3,9,16
v1|314151382004|0,19,2,1,4,4,10,19,2,3,19
v1|357940702295|0,11,9,11,9,12,16,14,12,10,14
v1|236680878534|0,1,1,4,1,1,1,1,18,2,9
v1|277622623777|0,4,18,18,16,17,8,2,14,16,1
v1|358273988505|0,7,14,15,15,15,7,5,15,15,3
v1|357940702778|0,12,10,13,10,11,17,11,7,11,13
v1|358179311211|0,6,15,9,17,18,5,7,17,19,5
v1|236680868622|0,1,1,3,18,1,1,9,6,1,8
v1|317524801451|0,2,19,19,19,3,3,3,9,14,1
v1|286856481198|0,3,3,0,0,3,3,0,0,0,0
v1|198123905874|0,2,0,1,1,1,1,3,2,1,3
v1|306815834204|0,1,0,2,2,1,2,2,1,2,2
v1|225584780537|0,0,0,3,3,2,0,1,3,3,0
v1|187142102791|0,17,1,1,3,1,2,3,5,1,11
v1|198224789886|0,11,5,9,10,7,11,11,8,9,14
v1|317774288570|0,4,14,19,2,15,15,0,18,19,2
v1|336482206743|0,3,15,17,15,19,18,17,17,18,5
v1|267613106608|0,1,17,18,19,18,16,19,14,1,1
v1|318013686468|0,16,1,5,1,1,3,6,1,2,12
v1|389398070105|0,18,8,4,4,2,5,2,3,3,18
v1|227262979990|0,19,4,8,11,8,10,12,9,8,13
v1|358374526973|0,5,18,13,17,14,19,9,19,16,4
v1|257185267582|0,7,11,14,13,12,13,15,13,12,8
v1|267620027832|0,6,13,12,14,13,14,8,15,14,7
v1|317573168105|0,10,12,15,12,11,1,16,12,13,9
v1|188194391508|0,1,16,1,18,16,1,13,1,15,1
v1|157058239761|0,9,9,10,9,9,9,4,11,11,6
v1|206120160106|0,2,19,16,16,17,17,18,16,17,3
v1|298007088102|0,13,7,7,7,3,7,10,7,6,17
v1|358373519879|0,12,3,6,6,6,8,5,4,5,15
v1|157705402668|0,14,6,2,5,4,6,1,2,7,16
v1|387466984892|0,8,10,11,8,10,12,14,10,10,10
v1|397700545082|0,15,2,3,1,5,4,1,6,4,19
v1|287140229397|0,16,16,7,10,11,17,18,11,10,17
v1|287044803748|0,4,11,14,19,13,12,17,18,7,8
v1|147183494609|0,12,15,4,14,15,15,9,12,19,11
v1|147183503882|0,11,14,18,13,14,16,16,16,15,12
v1|327046390319|0,18,6,2,1,8,8,1,9,13,1
v1|318024013538|0,9,17,9,12,16,18,13,14,16,13
v1|287139877430|0,5,12,16,17,7,1,12,13,11,5
v1|358198384381|626527416589,10,5,3,7,12,10,4,2,14,6
v1|147224681054|0,13,0,1,0,0,0,7,1,0,19
v1|136937429516|0,15,19,12,9,17,19,3,10,17,14
v1|298113756360|0,1,4,15,2,2,5,15,19,5,7
v1|317543340829|0,3,18,17,15,9,13,10,15,8,9
v1|236453742221|0,8,13,1,8,18,14,2,5,18,10
v1|306748954149|606642506052,7,1,5,4,3,2,11,7,1,3
v1|406677295678|676922340534,1,2,11,3,1,3,1,4,2,2
v1|127751059672|0,6,10,13,18,4,11,14,17,9,4
v1|317344196466|615894090035,14,9,10,5,5,6,8,8,4,18
v1|116697269596|0,17,8,8,11,10,7,5,3,6,16
v1|127659106363|0,2,3,19,16,19,4,19,6,3,1
v1|317708680210|0,19,7,6,6,6,9,6,1,12,15
v1|326991777407|0,13,19,15,7,11,16,11,13,18,13
v1|147133599649|445615579060,8,15,4,10,13,13,17,17,15,10
v1|397542606359|0,5,8,12,15,10,0,8,7,8,8
v1|406737469909|676998344763,7,0,10,1,1,0,1,9,19,4
v1|366212273814|0,14,18,16,12,12,17,0,12,17,14
v1|366298196292|0,12,13,13,9,14,15,16,11,13,15
v1|389559441908|0,0,1,5,2,2,0,3,5,1,9
v1|397234746176|0,10,16,18,13,16,18,14,14,14,12
v1|396517819531|0,3,12,19,17,17,12,10,16,5,5
v1|358179594726|626515393904,17,3,7,5,6,7,5,2,12,17
v1|127710321353|0,16,5,1,0,0,0,2,1,9,1
v1|227227953036|0,11,14,14,6,7,14,15,10,11,16
v1|306583260160|0,9,17,17,11,15,19,0,15,16,11
v1|306828819094|0,15,6,6,8,5,8,1,4,10,3
v1|397626854395|0,6,9,11,14,9,0,9,8,7,7
v1|177509361607|0,2,11,1,19,19,10,18,19,3,1
v1|326466958897|0,18,2,8,4,3,9,6,3,1,18
v1|177591938314|0,19,4,9,3,4,0,4,1,2,19
v1|177509382541|0,1,10,2,18,18,11,19,18,4,2
v1|395716041709|0,4,7,3,16,8,0,7,6,6,6
v1|127635238501|0,8,12,18,9,7,13,18,13,12,10
v1|406263849971|0,7,8,3,13,12,14,14,5,11,5
v1|127757710288|0,13,2,10,0,14,6,9,9,8,6
v1|306749387443|0,15,17,15,10,18,11,10,19,15,16
v1|317972601540|0,1,19,1,12,19,12,15,2,19,7
v1|127686670144|0,12,5,4,0,13,2,4,3,2,15
v1|256950720355|0,3,10,7,16,10,16,19,4,18,8
v1|255347611950|0,14,1,11,0,1,1,3,8,7,17
v1|406709872272|0,5,13,6,14,9,18,6,10,0,1
v1|256680946352|0,10,3,9,0,4,3,5,0,6,14
v1|127731796086|0,9,14,16,11,15,5,17,14,16,11
v1|317760024012|0,6,7,17,15,6,10,16,12,5,9
v1|277525240023|0,19,18,14,7,16,7,11,18,13,13
v1|236709732996|0,4,11,0,18,11,15,2,11,17,4
v1|188137009952|0,2,9,19,17,5,19,7,0,1,2
v1|297615351650|0,1,6,2,19,8,17,1,1,10,3
v1|167728389318|0,17,16,13,8,17,8,13,17,14,18
v1|358164897410|0,16,0,12,6,1,1,12,15,3,12
v1|327022497515|0,11,4,1,0,3,4,1,7,9,1
v1|127673303169|0,18,15,8,5,2,9,8,16,4,19
v1|225245009371|524197028189,5,0,8,0,0,0,1,1,0,15
v1|168049086280|0,19,12,12,9,9,17,5,1,8,7
v1|137167897190|0,3,5,2,1,3,5,1,1,6,14
v1|206005649734|0,10,9,18,19,16,10,12,18,15,2
v1|167867010464|0,9,8,17,16,18,11,8,1,18,4
v1|316752957172|0,12,11,16,15,10,12,7,17,19,5
v1|168189235996|0,0,0,1,5,1,0,18,1,0,16
v1|277821956790|0,16,14,7,12,12,15,15,1,14,11
v1|389695171087|0,6,0,5,0,7,7,17,1,5,6
v1|358247126414|0,18,3,4,4,5,6,1,1,4,8
v1|298108095949|0,8,7,19,17,19,2,11,1,16,1
v1|297903800757|0,7,6,10,11,11,8,6,1,10,3
v1|206005591499|0,11,10,9,18,17,9,3,19,17,1
v1|205924931431|0,13,17,11,10,8,18,4,1,9,19
v1|206130714057|0,15,13,15,13,13,14,9,1,11,12
v1|127729080462|0,17,16,14,14,15,16,14,1,12,9
v1|298152227693|0,4,0,6,2,2,3,19,1,2,17
v1|127628156778|0,0,18,3,3,4,4,16,1,7,18
v1|377009485004|0,2,19,1,8,6,19,2,1,3,13
v1|358350498396|0,14,15,13,7,14,13,13,1,13,10
v1|225583913714|0,15,3,11,1,2,5,12,10,5,17
v1|136751446282|0,1,17,14,16,15,1,0,17,18,1
v1|326934589907|0,18,4,10,3,5,3,8,11,4,18
v1|157765892863|0,14,9,8,6,3,18,7,13,8,13
v1|406771950420|0,4,14,15,15,9,10,6,4,14,3
v1|366230934946|0,5,16,3,19,17,12,2,5,15,4
v1|272429654836|0,7,10,13,7,12,9,15,3,11,14
v1|204882816046|0,17,5,9,2,4,4,13,7,6,19
v1|275966009088|2560782001725,8,8,12,9,13,19,16,14,9,8
v1|116945859027|0,13,1,5,5,1,7,11,1,2,9
v1|272668357948|0,10,11,6,8,11,8,14,12,10,15
v1|187936967973|0,9,15,17,14,14,15,17,15,12,11
v1|147141944607|0,6,13,16,13,16,11,18,16,16,5
v1|168202919953|0,11,2,2,10,7,17,4,6,1,10
v1|377008818901|0,3,19,18,18,19,14,10,19,17,1
v1|188067320130|0,12,1,1,12,10,16,3,1,1,7
v1|206152081727|0,1,12,1,11,8,1,0,2,3,6
v1|276547279762|0,19,6,7,4,6,2,9,9,7,12
v1|365570555764|0,16,7,4,1,1,6,0,8,13,16
v1|297877099677|0,2,18,19,17,18,13,19,18,19,2
v1|287214225453|0,13,12,13,11,11,0,7,11,8,2
v1|147194230879|0,10,11,3,10,12,13,12,9,10,9
v1|147194239864|0,14,10,2,4,13,8,1,10,9,10
v1|137042545020|0,11,2,14,7,10,11,4,1,13,12
v1|326432733740|515545406131,7,19,7,13,19,16,11,17,15,13
v1|296958365229|0,5,16,17,16,14,14,10,14,19,16
v1|406658261145|0,0,1,11,0,0,0,1,1,0,6
v1|257363089921|0,18,4,4,3,4,0,2,2,3,1
v1|157433249050|0,4,18,18,19,18,18,9,19,17,17
v1|284995203399|0,12,13,1,12,9,10,16,7,12,11
v1|168252113757|0,19,5,6,2,3,0,13,3,2,1
v1|255204969341|0,2,14,1,18,17,19,6,18,11,19
v1|196979849106|0,17,6,9,9,5,7,18,6,4,5
v1|267620289100|0,8,1,16,15,15,12,8,15,14,15
v1|147196823129|0,9,3,0,5,0,9,3,12,7,8
v1|198056923308|0,6,17,19,14,16,17,14,16,18,14
v1|397716627227|0,0,9,12,0,0,0,1,8,0,7
v1|227252545819|0,3,15,15,17,8,15,15,13,16,18
v1|284349639548|0,15,8,8,8,6,5,19,5,5,3
v1|283755173755|0,16,7,10,6,7,6,17,4,6,4
v1|177813783816|0,8,15,13,10,15,14,11,12,19,1
v1|276621938816|0,12,10,9,3,7,11,14,9,14,12
v1|276344715413|0,11,14,5,1,3,10,3,10,1,10
v1|356202855227|0,5,17,18,17,19,18,8,17,16,8
v1|186951722424|0,13,12,7,5,12,6,4,3,8,15
v1|267542204761|0,9,13,4,11,13,15,10,11,11,13
v1|176706122874|0,14,11,8,6,11,5,17,8,7,14
v1|277811171717|0,3,18,19,18,17,16,19,19,17,6
v1|276632052798|2560061035712,17,8,11,7,8,8,16,5,5,17
v1|336479634223|0,2,16,17,16,16,19,5,16,15,1
v1|276326692811|578771786929,15,7,12,8,9,9,15,6,6,18
v1|402584387531|0,19,4,1,2,1,1,1,13,2,19
v1|326985884545|0,4,19,16,19,18,17,7,18,18,7
v1|284930588601|0,16,6,10,9,5,7,18,7,4,11
v1|206163191950|0,0,2,1,15,0,2,1,1,1,3
v1|317646165660|0,6,1,14,13,2,12,9,15,13,5
v1|174955310097|0,18,5,6,4,6,4,12,4,3,16
v1|116623924464|0,1,3,3,14,10,3,13,1,9,2
v1|317646248110|0,7,1,15,12,14,13,6,14,12,4
v1|387106104056|654374698231,10,9,2,1,4,1,2,2,10,9
v1|277772923077|0,19,3,1,1,6,2,1,7,1,19
v1|127756935977|0,4,2,8,3,5,4,15,18,5,4
v1|277800339343|0,12,10,10,8,15,14,6,13,9,10
v1|376971261648|0,3,1,7,2,4,5,17,19,4,1
v1|306832614347|0,0,11,6,4,1,0,14,1,2,3
v1|127765186066|0,8,9,9,12,11,11,3,12,17,7
v1|257424266521|0,9,16,16,16,10,6,13,10,16,11
v1|157745004568|0,2,1,3,18,1,7,2,2,3,2
v1|256889227802|0,1,19,19,1,2,0,18,1,19,1
v1|168252193157|0,15,7,1,9,16,17,4,6,11,13
v1|397758761228|0,11,14,14,14,14,12,8,11,12,12
v1|127771738323|0,7,4,17,17,9,9,16,9,1,6
v1|227270303731|0,13,12,5,11,17,16,7,3,10,16
v1|389784991454|0,18,6,2,5,19,3,0,4,6,18
v1|206162655862|0,14,13,12,10,13,15,11,14,13,15
v1|205928773732|0,17,5,13,6,18,19,1,16,7,17
v1|236128993322|0,5,18,18,19,3,8,19,8,18,8
v1|257414672609|0,10,17,15,13,12,10,9,15,15,5
v1|127767724160|0,16,8,4,7,8,18,5,5,8,14
v1|206065391384|0,6,15,11,15,7,13,12,17,14,9
v1|206053339691|0,16,3,1,2,4,2,1,7,4,19
v1|397732506269|0,2,19,16,17,10,9,5,12,3,4
v1|205899917759|0,7,0,12,4,6,1,1,8,11,1
v1|177975859818|0,15,17,15,14,9,8,7,2,1,3
v1|358369901813|0,13,11,9,7,15,15,3,4,16,12
v1|206118753614|0,10,15,19,11,19,19,17,14,15,1
v1|187995566685|0,14,16,17,12,18,18,19,19,17,11
v1|267454092155|0,1,6,2,15,7,4,9,10,7,7
v1|134421994886|0,18,9,11,3,16,14,14,1,19,17
v1|206023058432|0,8,2,18,10,11,1,18,13,1,2
