query,item_id,title,price,persona,relevance
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Early Adopter,3
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Early Adopter,2
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Early Adopter,1
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Early Adopter,0
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Value Hunter,11
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Value Hunter,10
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Value Hunter,9
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Value Hunter,8
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Value Hunter,7
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Value Hunter,6
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Value Hunter,5
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Value Hunter,4
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Value Hunter,3
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Value Hunter,2
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Value Hunter,1
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Value Hunter,0
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Mint Collector,11
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Mint Collector,10
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Mint Collector,9
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Mint Collector,8
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Mint Collector,7
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Mint Collector,6
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Mint Collector,5
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Mint Collector,4
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Mint Collector,3
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Mint Collector,2
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Mint Collector,1
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Mint Collector,0
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Budget Renovator,11
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Budget Renovator,10
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Budget Renovator,9
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Budget Renovator,8
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Budget Renovator,7
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Budget Renovator,6
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Budget Renovator,5
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Budget Renovator,4
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Budget Renovator,3
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Budget Renovator,2
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Budget Renovator,1
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Budget Renovator,0
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Vintage Hunter,11
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Vintage Hunter,10
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Vintage Hunter,9
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Vintage Hunter,8
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Vintage Hunter,7
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Vintage Hunter,6
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Vintage Hunter,5
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Vintage Hunter,4
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Vintage Hunter,3
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Vintage Hunter,2
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Vintage Hunter,1
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Vintage Hunter,0
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Minimalist,11
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Minimalist,10
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Minimalist,9
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Minimalist,8
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Minimalist,7
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Minimalist,6
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Minimalist,5
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Minimalist,4
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Minimalist,3
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Minimalist,2
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Minimalist,1
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Minimalist,0
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,PC Master Race,11
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,PC Master Race,10
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,PC Master Race,9
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,PC Master Race,8
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,PC Master Race,7
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,PC Master Race,6
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,PC Master Race,5
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,PC Master Race,4
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,PC Master Race,3
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,PC Master Race,2
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,PC Master Race,1
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,PC Master Race,0
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Hobbyist Gamer,11
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Hobbyist Gamer,10
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Hobbyist Gamer,9
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Hobbyist Gamer,8
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Hobbyist Gamer,7
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Hobbyist Gamer,6
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Hobbyist Gamer,5
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Hobbyist Gamer,0
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Hobbyist Gamer,0
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Hobbyist Gamer,0
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Hobbyist Gamer,0
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Hobbyist Gamer,0
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Refurbished Expert,11
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Refurbished Expert,10
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Refurbished Expert,9
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Refurbished Expert,8
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Refurbished Expert,7
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Refurbished Expert,6
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Refurbished Expert,5
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Refurbished Expert,4
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Refurbished Expert,3
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Refurbished Expert,2
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Refurbished Expert,1
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Refurbished Expert,0
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Cheapskate,11
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Cheapskate,10
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Cheapskate,9
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Cheapskate,8
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Cheapskate,7
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Cheapskate,6
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Cheapskate,5
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Cheapskate,4
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Cheapskate,3
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Cheapskate,2
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Cheapskate,1
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Cheapskate,0
Apple Watch Series 9,v1|197955228476|0,Apple Watch Series 9 45mm Midnight - GPS + Cellular,309.0 EUR,Luxury Buyer,11
Apple Watch Series 9,v1|298059781117|0,Apple Watch Series 9 [GPS 45 MM] Case Mezzanotte in Alluminio con Cinturino,305.94 EUR,Luxury Buyer,10
Apple Watch Series 9,v1|336465640191|545948294146,Cinturino Apple Watch Serie 10 9 7 8 5 SE 6 44/45/40/38/41mm Cinturino Solo Loop Intrecciato,7.59 EUR,Luxury Buyer,9
Apple Watch Series 9,v1|401867764202|671698080261,Cinturino Sport Originale Apple Watch Serie Ultra 11 10 9 8 SE 7 44MM 45MM 46MM 49MM,125.46 EUR,Luxury Buyer,8
Apple Watch Series 9,v1|405225067122|675331011999,Cinturino Apple Watch in pelle cinturino di lusso per iWatch serie 9 8 7 6 5 4 3 2 1 38-49,21.1 EUR,Luxury Buyer,7
Apple Watch Series 9,v1|405449952909|675720740565,Cinturino Tessuto 42 mm 44 mm 45 mm Per Apple Watch Series 1 2 3 4 5 6 7 8 9,9.9 EUR,Luxury Buyer,6
Apple Watch Series 9,v1|326366974226|515486472883,Vetro back cover posteriore originale per Apple Watch Series 6 7 8 9 - 40 41 44 45,69.9 EUR,Luxury Buyer,5
Apple Watch Series 9,v1|145489263878|444643602289,DISPLAY LCD APPLE WATCH 3 - 4 - 5 - 6 - 7 - 8 9 40MM 44MM SCHERMO OEM OLED TOUCH,54.9 EUR,Luxury Buyer,4
Apple Watch Series 9,v1|264728653200|565217875088,Cinturino sportivo in silicone per Apple Watch serie 11 10 9 8 7 SE 40/44/41/45/46mm,3.68 EUR,Luxury Buyer,3
Apple Watch Series 9,v1|176923544547|0,Apple Watch Series 9 (GPS + Cellular) 45mm Aluminio Medianoche POCO USADO,227.98 EUR,Luxury Buyer,2
Apple Watch Series 9,v1|326366982799|515486762978,Batteria originale Battery batteria di ricambio per Apple Watch Series 8 9 10 SE2 Ultra 1 2,59.9 EUR,Luxury Buyer,1
Apple Watch Series 9,v1|265648857421|565437528213,RIPARAZIONE display SOSTITUZIONE VETRO Apple Watch SERIE 1 2 3 4 5 SE 6 7 8 9,70.0 EUR,Luxury Buyer,0
Smartwatch,v1|136271095333|0,Orologio Smartwatch Chiamate + Notifiche | Offerta | Fitness Tracker Uomo Donna,8.78 EUR,Vintage Hunter,11
Smartwatch,v1|147186845119|445648161177,Nuovo Smartwatch Ultra 1100mAh Batteria GPS Track Bussola IP69K Impermea,51.99 EUR,Vintage Hunter,10
Smartwatch,v1|205709591207|0,"Smartwatch Uomo Donna, Orologio Smartwatch 1,69'' Smart Watch Sonno/Cardiofreque",15.0 EUR,Vintage Hunter,9
Smartwatch,v1|267436094057|567213811135,"LiPRO Smartwatch 1.96"" AMOLED Orologio Uomo Bluetooth iOS Android ITA 1GB Rom",59.9 EUR,Vintage Hunter,8
Smartwatch,v1|277028382377|0,Samsung Galaxy Fit3 Smartwatch Display AMOLED 1.6” Bluetooth 5.3 Fitness Tracker,39.99 EUR,Vintage Hunter,7
Smartwatch,v1|298147758172|0,smartwatch,12.99 EUR,Vintage Hunter,6
Smartwatch,v1|358136553206|626489503286,"SMARTWATCH GT 5 PRO MAX 2025 ANDROID IOS NFC GPS AMOLED SCHERMO 3,86"" WIRELESS",39.9 EUR,Vintage Hunter,5
Smartwatch,v1|397660860041|0,Orologio Smartwatch ECG PPG Bluetooth Chiamata Pressione Sanguigna Fitness IP68,29.9 EUR,Vintage Hunter,4
Smartwatch,v1|205880840686|506664087420,Urun GPS Blood Oxygen Smartwatch Sport Uomo Donna Orologio intelligente,9.99 EUR,Vintage Hunter,3
Smartwatch,v1|226432754921|525621046976,Orologio DONNA-UOMO smartwatch per IPHONE-Samsung-Oppo-Xiaomi-Motorola-Huawei,33.99 EUR,Vintage Hunter,2
Smartwatch,v1|315984155274|0,Montre Connectée Homme Femme Smartwatch Intelligente Sport Étanche Android iOS,17.99 EUR,Vintage Hunter,1
Smartwatch,v1|358310265777|626584627244,Xiaomi Smart Band 9,25.99 EUR,Vintage Hunter,0
Smartwatch,v1|358310265777|626584627244,Xiaomi Smart Band 9,25.99 EUR,Spec Nerd,11
Smartwatch,v1|147186845119|445648161177,Nuovo Smartwatch Ultra 1100mAh Batteria GPS Track Bussola IP69K Impermea,51.99 EUR,Spec Nerd,10
Smartwatch,v1|277028382377|0,Samsung Galaxy Fit3 Smartwatch Display AMOLED 1.6” Bluetooth 5.3 Fitness Tracker,39.99 EUR,Spec Nerd,9
Smartwatch,v1|298147758172|0,smartwatch,12.99 EUR,Spec Nerd,8
Smartwatch,v1|358136553206|626489503286,"SMARTWATCH GT 5 PRO MAX 2025 ANDROID IOS NFC GPS AMOLED SCHERMO 3,86"" WIRELESS",39.9 EUR,Spec Nerd,7
Smartwatch,v1|267436094057|567213811135,"LiPRO Smartwatch 1.96"" AMOLED Orologio Uomo Bluetooth iOS Android ITA 1GB Rom",59.9 EUR,Spec Nerd,6
Smartwatch,v1|397660860041|0,Orologio Smartwatch ECG PPG Bluetooth Chiamata Pressione Sanguigna Fitness IP68,29.9 EUR,Spec Nerd,5
Smartwatch,v1|136271095333|0,Orologio Smartwatch Chiamate + Notifiche | Offerta | Fitness Tracker Uomo Donna,8.78 EUR,Spec Nerd,4
Smartwatch,v1|205880840686|506664087420,Urun GPS Blood Oxygen Smartwatch Sport Uomo Donna Orologio intelligente,9.99 EUR,Spec Nerd,3
Smartwatch,v1|205709591207|0,"Smartwatch Uomo Donna, Orologio Smartwatch 1,69'' Smart Watch Sonno/Cardiofreque",15.0 EUR,Spec Nerd,2
Smartwatch,v1|315984155274|0,Montre Connectée Homme Femme Smartwatch Intelligente Sport Étanche Android iOS,17.99 EUR,Spec Nerd,1
Smartwatch,v1|226432754921|525621046976,Orologio DONNA-UOMO smartwatch per IPHONE-Samsung-Oppo-Xiaomi-Motorola-Huawei,33.99 EUR,Spec Nerd,0
Smartwatch,v1|277028382377|0,Samsung Galaxy Fit3 Smartwatch Display AMOLED 1.6” Bluetooth 5.3 Fitness Tracker,39.99 EUR,Early Adopter,11
Smartwatch,v1|147186845119|445648161177,Nuovo Smartwatch Ultra 1100mAh Batteria GPS Track Bussola IP69K Impermea,51.99 EUR,Early Adopter,10
Smartwatch,v1|205880840686|506664087420,Urun GPS Blood Oxygen Smartwatch Sport Uomo Donna Orologio intelligente,9.99 EUR,Early Adopter,9
Smartwatch,v1|298147758172|0,smartwatch,12.99 EUR,Early Adopter,8
Smartwatch,v1|358136553206|626489503286,"SMARTWATCH GT 5 PRO MAX 2025 ANDROID IOS NFC GPS AMOLED SCHERMO 3,86"" WIRELESS",39.9 EUR,Early Adopter,7
Smartwatch,v1|267436094057|567213811135,"LiPRO Smartwatch 1.96"" AMOLED Orologio Uomo Bluetooth iOS Android ITA 1GB Rom",59.9 EUR,Early Adopter,6
Smartwatch,v1|136271095333|0,Orologio Smartwatch Chiamate + Notifiche | Offerta | Fitness Tracker Uomo Donna,8.78 EUR,Early Adopter,5
Smartwatch,v1|205709591207|0,"Smartwatch Uomo Donna, Orologio Smartwatch 1,69'' Smart Watch Sonno/Cardiofreque",15.0 EUR,Early Adopter,4
Smartwatch,v1|226432754921|525621046976,Orologio DONNA-UOMO smartwatch per IPHONE-Samsung-Oppo-Xiaomi-Motorola-Huawei,33.99 EUR,Early Adopter,3
Smartwatch,v1|358310265777|626584627244,Xiaomi Smart Band 9,25.99 EUR,Early Adopter,2
Smartwatch,v1|397660860041|0,Orologio Smartwatch ECG PPG Bluetooth Chiamata Pressione Sanguigna Fitness IP68,29.9 EUR,Early Adopter,1
